역명,호선,측정일시,초미세먼지(내부),운행횟수,자치구,초미세먼지(외부)
신정(5),5호선,2021042702,17.2,438.0,양천구,14.0
오목교(5),5호선,2021042702,18.2,438.0,양천구,14.0
신정네거리(2),2호선,2021042703,73.2,524.0,양천구,18.0
양천구청(2),2호선,2021042703,76.6,212.0,양천구,18.0
목동(5),5호선,2021042703,22.8,438.0,양천구,18.0
신정(5),5호선,2021042703,24.2,438.0,양천구,18.0
오목교(5),5호선,2021042703,19.3,438.0,양천구,18.0
신정네거리(2),2호선,2021042704,43.0,524.0,양천구,19.0
양천구청(2),2호선,2021042704,44.9,212.0,양천구,19.0
목동(5),5호선,2021042704,21.0,438.0,양천구,19.0
신정(5),5호선,2021042704,22.9,438.0,양천구,19.0
오목교(5),5호선,2021042704,20.7,438.0,양천구,19.0
신정네거리(2),2호선,2021042705,29.6,524.0,양천구,21.0
양천구청(2),2호선,2021042705,29.9,212.0,양천구,21.0
목동(5),5호선,2021042705,20.7,438.0,양천구,21.0
신정(5),5호선,2021042705,21.0,438.0,양천구,21.0
오목교(5),5호선,2021042705,20.0,438.0,양천구,21.0
신정네거리(2),2호선,2021042706,20.5,524.0,양천구,16.0
양천구청(2),2호선,2021042706,19.6,212.0,양천구,16.0
목동(5),5호선,2021042706,22.1,438.0,양천구,16.0
신정(5),5호선,2021042706,18.7,438.0,양천구,16.0
오목교(5),5호선,2021042706,15.2,438.0,양천구,16.0
신정네거리(2),2호선,2021042707,15.8,524.0,양천구,13.0
양천구청(2),2호선,2021042707,19.5,212.0,양천구,13.0
목동(5),5호선,2021042707,16.8,438.0,양천구,13.0
신정(5),5호선,2021042707,28.2,438.0,양천구,13.0
오목교(5),5호선,2021042707,17.3,438.0,양천구,13.0
신정네거리(2),2호선,2021042708,22.7,524.0,양천구,12.0
양천구청(2),2호선,2021042708,20.6,212.0,양천구,12.0
목동(5),5호선,2021042708,22.4,438.0,양천구,12.0
신정(5),5호선,2021042708,41.4,438.0,양천구,12.0
오목교(5),5호선,2021042708,24.7,438.0,양천구,12.0
신정네거리(2),2호선,2021042709,25.6,524.0,양천구,9.0
양천구청(2),2호선,2021042709,15.9,212.0,양천구,9.0
목동(5),5호선,2021042709,27.7,438.0,양천구,9.0
신정(5),5호선,2021042709,41.9,438.0,양천구,9.0
오목교(5),5호선,2021042709,34.0,438.0,양천구,9.0
신정네거리(2),2호선,2021042710,20.9,524.0,양천구,9.0
양천구청(2),2호선,2021042710,18.2,212.0,양천구,9.0
목동(5),5호선,2021042710,18.5,438.0,양천구,9.0
신정(5),5호선,2021042710,32.3,438.0,양천구,9.0
오목교(5),5호선,2021042710,26.0,438.0,양천구,9.0
신정네거리(2),2호선,2021042711,25.2,524.0,양천구,11.0
양천구청(2),2호선,2021042711,26.5,212.0,양천구,11.0
목동(5),5호선,2021042711,19.5,438.0,양천구,11.0
신정(5),5호선,2021042711,28.2,438.0,양천구,11.0
오목교(5),5호선,2021042711,20.7,438.0,양천구,11.0
신정네거리(2),2호선,2021042712,28.9,524.0,양천구,12.0
양천구청(2),2호선,2021042712,27.2,212.0,양천구,12.0
목동(5),5호선,2021042712,24.1,438.0,양천구,12.0
신정(5),5호선,2021042712,36.8,438.0,양천구,12.0
오목교(5),5호선,2021042712,33.3,438.0,양천구,12.0
신정네거리(2),2호선,2021042713,26.8,524.0,양천구,19.0
양천구청(2),2호선,2021042713,24.4,212.0,양천구,19.0
목동(5),5호선,2021042713,32.2,438.0,양천구,19.0
신정(5),5호선,2021042713,39.0,438.0,양천구,19.0
오목교(5),5호선,2021042713,36.7,438.0,양천구,19.0
신정네거리(2),2호선,2021042714,32.5,524.0,양천구,17.0
양천구청(2),2호선,2021042714,25.4,212.0,양천구,17.0
목동(5),5호선,2021042714,38.7,438.0,양천구,17.0
신정(5),5호선,2021042714,44.0,438.0,양천구,17.0
오목교(5),5호선,2021042714,43.9,438.0,양천구,17.0
신정네거리(2),2호선,2021042715,32.6,524.0,양천구,20.0
양천구청(2),2호선,2021042715,21.8,212.0,양천구,20.0
목동(5),5호선,2021042715,30.6,438.0,양천구,20.0
신정(5),5호선,2021042715,42.0,438.0,양천구,20.0
오목교(5),5호선,2021042715,46.7,438.0,양천구,20.0
신정네거리(2),2호선,2021042716,29.7,524.0,양천구,22.0
양천구청(2),2호선,2021042716,24.8,212.0,양천구,22.0
목동(5),5호선,2021042716,35.6,438.0,양천구,22.0
신정(5),5호선,2021042716,41.5,438.0,양천구,22.0
오목교(5),5호선,2021042716,55.6,438.0,양천구,22.0
신정네거리(2),2호선,2021042717,25.7,524.0,양천구,15.0
양천구청(2),2호선,2021042717,18.3,212.0,양천구,15.0
목동(5),5호선,2021042717,28.1,438.0,양천구,15.0
신정(5),5호선,2021042717,44.8,438.0,양천구,15.0
오목교(5),5호선,2021042717,48.5,438.0,양천구,15.0
신정네거리(2),2호선,2021042718,24.3,524.0,양천구,12.0
양천구청(2),2호선,2021042718,15.3,212.0,양천구,12.0
목동(5),5호선,2021042718,24.2,438.0,양천구,12.0
신정(5),5호선,2021042718,39.9,438.0,양천구,12.0
오목교(5),5호선,2021042718,35.2,438.0,양천구,12.0
신정네거리(2),2호선,2021042719,23.9,524.0,양천구,13.0
양천구청(2),2호선,2021042719,19.5,212.0,양천구,13.0
목동(5),5호선,2021042719,19.8,438.0,양천구,13.0
신정(5),5호선,2021042719,30.0,438.0,양천구,13.0
오목교(5),5호선,2021042719,38.1,438.0,양천구,13.0
신정네거리(2),2호선,2021042720,20.2,524.0,양천구,10.0
양천구청(2),2호선,2021042720,21.1,212.0,양천구,10.0
목동(5),5호선,2021042720,18.1,438.0,양천구,10.0
신정(5),5호선,2021042720,27.5,438.0,양천구,10.0
오목교(5),5호선,2021042720,32.8,438.0,양천구,10.0
신정네거리(2),2호선,2021042721,20.9,524.0,양천구,12.0
양천구청(2),2호선,2021042721,31.0,212.0,양천구,12.0
목동(5),5호선,2021042721,24.7,438.0,양천구,12.0
신정(5),5호선,2021042721,34.2,438.0,양천구,12.0
오목교(5),5호선,2021042721,35.8,438.0,양천구,12.0
신정네거리(2),2호선,2021042722,26.3,524.0,양천구,11.0
양천구청(2),2호선,2021042722,31.9,212.0,양천구,11.0
목동(5),5호선,2021042722,24.0,438.0,양천구,11.0
신정(5),5호선,2021042722,30.5,438.0,양천구,11.0
오목교(5),5호선,2021042722,32.4,438.0,양천구,11.0
신정네거리(2),2호선,2021042723,19.1,524.0,양천구,11.0
양천구청(2),2호선,2021042723,35.4,212.0,양천구,11.0
목동(5),5호선,2021042723,17.3,438.0,양천구,11.0
신정(5),5호선,2021042723,24.2,438.0,양천구,11.0
오목교(5),5호선,2021042723,30.0,438.0,양천구,11.0
신촌(2),2호선,2021042700,9.1,524.0,마포구,17.0
아현(2),2호선,2021042700,31.5,524.0,마포구,17.0
이대(2),2호선,2021042700,43.6,524.0,마포구,17.0
합정(2),2호선,2021042700,26.6,524.0,마포구,17.0
공덕(5),5호선,2021042700,13.9,438.0,마포구,17.0
마포(5),5호선,2021042700,40.3,438.0,마포구,17.0
애오개(5),5호선,2021042700,63.1,438.0,마포구,17.0
공덕(6),6호선,2021042700,21.5,330.0,마포구,17.0
광흥창(6),6호선,2021042700,43.6,330.0,마포구,17.0
대흥(6),6호선,2021042700,43.3,330.0,마포구,17.0
마포구청(6),6호선,2021042700,59.3,330.0,마포구,17.0
망원(6),6호선,2021042700,53.5,330.0,마포구,17.0
상수(6),6호선,2021042700,32.8,330.0,마포구,17.0
월드컵경기장(6),6호선,2021042700,28.1,330.0,마포구,17.0
합정(6),6호선,2021042700,24.6,330.0,마포구,17.0
신촌(2),2호선,2021042701,5.7,524.0,마포구,14.0
아현(2),2호선,2021042701,21.8,524.0,마포구,14.0
이대(2),2호선,2021042701,50.3,524.0,마포구,14.0
합정(2),2호선,2021042701,30.5,524.0,마포구,14.0
공덕(5),5호선,2021042701,15.7,438.0,마포구,14.0
마포(5),5호선,2021042701,27.4,438.0,마포구,14.0
애오개(5),5호선,2021042701,38.9,438.0,마포구,14.0
공덕(6),6호선,2021042701,13.4,330.0,마포구,14.0
광흥창(6),6호선,2021042701,16.3,330.0,마포구,14.0
대흥(6),6호선,2021042701,16.2,330.0,마포구,14.0
마포구청(6),6호선,2021042701,18.9,330.0,마포구,14.0
망원(6),6호선,2021042701,14.8,330.0,마포구,14.0
상수(6),6호선,2021042701,19.5,330.0,마포구,14.0
월드컵경기장(6),6호선,2021042701,16.7,330.0,마포구,14.0
합정(6),6호선,2021042701,18.3,330.0,마포구,14.0
신촌(2),2호선,2021042702,8.9,524.0,마포구,14.0
아현(2),2호선,2021042702,20.1,524.0,마포구,14.0
이대(2),2호선,2021042702,38.2,524.0,마포구,14.0
합정(2),2호선,2021042702,,524.0,마포구,14.0
공덕(5),5호선,2021042702,14.9,438.0,마포구,14.0
마포(5),5호선,2021042702,25.8,438.0,마포구,14.0
애오개(5),5호선,2021042702,25.6,438.0,마포구,14.0
공덕(6),6호선,2021042702,7.4,330.0,마포구,14.0
광흥창(6),6호선,2021042702,16.3,330.0,마포구,14.0
대흥(6),6호선,2021042702,12.8,330.0,마포구,14.0
마포구청(6),6호선,2021042702,13.8,330.0,마포구,14.0
망원(6),6호선,2021042702,11.9,330.0,마포구,14.0
상수(6),6호선,2021042702,24.0,330.0,마포구,14.0
월드컵경기장(6),6호선,2021042702,13.4,330.0,마포구,14.0
합정(6),6호선,2021042702,19.9,330.0,마포구,14.0
신촌(2),2호선,2021042703,9.3,524.0,마포구,15.0
아현(2),2호선,2021042703,19.7,524.0,마포구,15.0
이대(2),2호선,2021042703,23.8,524.0,마포구,15.0
합정(2),2호선,2021042703,,524.0,마포구,15.0
공덕(5),5호선,2021042703,15.8,438.0,마포구,15.0
마포(5),5호선,2021042703,25.5,438.0,마포구,15.0
애오개(5),5호선,2021042703,21.9,438.0,마포구,15.0
공덕(6),6호선,2021042703,1.4,330.0,마포구,15.0
광흥창(6),6호선,2021042703,12.3,330.0,마포구,15.0
대흥(6),6호선,2021042703,13.3,330.0,마포구,15.0
마포구청(6),6호선,2021042703,10.7,330.0,마포구,15.0
망원(6),6호선,2021042703,8.7,330.0,마포구,15.0
상수(6),6호선,2021042703,21.7,330.0,마포구,15.0
월드컵경기장(6),6호선,2021042703,9.4,330.0,마포구,15.0
합정(6),6호선,2021042703,20.4,330.0,마포구,15.0
신촌(2),2호선,2021042704,10.1,524.0,마포구,15.0
아현(2),2호선,2021042704,15.5,524.0,마포구,15.0
이대(2),2호선,2021042704,19.1,524.0,마포구,15.0
합정(2),2호선,2021042704,0.0,524.0,마포구,15.0
공덕(5),5호선,2021042704,12.5,438.0,마포구,15.0
마포(5),5호선,2021042704,20.6,438.0,마포구,15.0
애오개(5),5호선,2021042704,17.6,438.0,마포구,15.0
공덕(6),6호선,2021042704,9.3,330.0,마포구,15.0
광흥창(6),6호선,2021042704,13.8,330.0,마포구,15.0
대흥(6),6호선,2021042704,15.8,330.0,마포구,15.0
마포구청(6),6호선,2021042704,16.2,330.0,마포구,15.0
망원(6),6호선,2021042704,14.3,330.0,마포구,15.0
상수(6),6호선,2021042704,17.9,330.0,마포구,15.0
월드컵경기장(6),6호선,2021042704,13.4,330.0,마포구,15.0
합정(6),6호선,2021042704,11.5,330.0,마포구,15.0
신촌(2),2호선,2021042705,9.9,524.0,마포구,16.0
아현(2),2호선,2021042705,15.5,524.0,마포구,16.0
이대(2),2호선,2021042705,14.9,524.0,마포구,16.0
합정(2),2호선,2021042705,0.0,524.0,마포구,16.0
공덕(5),5호선,2021042705,11.8,438.0,마포구,16.0
마포(5),5호선,2021042705,19.1,438.0,마포구,16.0
애오개(5),5호선,2021042705,16.3,438.0,마포구,16.0
공덕(6),6호선,2021042705,10.2,330.0,마포구,16.0
광흥창(6),6호선,2021042705,14.6,330.0,마포구,16.0
대흥(6),6호선,2021042705,12.7,330.0,마포구,16.0
마포구청(6),6호선,2021042705,14.7,330.0,마포구,16.0
망원(6),6호선,2021042705,13.9,330.0,마포구,16.0
상수(6),6호선,2021042705,17.9,330.0,마포구,16.0
월드컵경기장(6),6호선,2021042705,13.3,330.0,마포구,16.0
합정(6),6호선,2021042705,11.8,330.0,마포구,16.0
신촌(2),2호선,2021042706,6.7,524.0,마포구,15.0
아현(2),2호선,2021042706,18.2,524.0,마포구,15.0
이대(2),2호선,2021042706,23.6,524.0,마포구,15.0
합정(2),2호선,2021042706,0.0,524.0,마포구,15.0
공덕(5),5호선,2021042706,12.0,438.0,마포구,15.0
마포(5),5호선,2021042706,20.5,438.0,마포구,15.0
애오개(5),5호선,2021042706,18.1,438.0,마포구,15.0
공덕(6),6호선,2021042706,8.7,330.0,마포구,15.0
광흥창(6),6호선,2021042706,15.3,330.0,마포구,15.0
대흥(6),6호선,2021042706,14.3,330.0,마포구,15.0
마포구청(6),6호선,2021042706,24.3,330.0,마포구,15.0
망원(6),6호선,2021042706,17.8,330.0,마포구,15.0
상수(6),6호선,2021042706,17.6,330.0,마포구,15.0
월드컵경기장(6),6호선,2021042706,20.5,330.0,마포구,15.0
합정(6),6호선,2021042706,20.3,330.0,마포구,15.0
신촌(2),2호선,2021042707,18.3,524.0,마포구,8.0
아현(2),2호선,2021042707,42.6,524.0,마포구,8.0
이대(2),2호선,2021042707,44.3,524.0,마포구,8.0
합정(2),2호선,2021042707,0.0,524.0,마포구,8.0
공덕(5),5호선,2021042707,14.4,438.0,마포구,8.0
마포(5),5호선,2021042707,23.2,438.0,마포구,8.0
애오개(5),5호선,2021042707,24.6,438.0,마포구,8.0
공덕(6),6호선,2021042707,12.8,330.0,마포구,8.0
광흥창(6),6호선,2021042707,18.3,330.0,마포구,8.0
대흥(6),6호선,2021042707,15.9,330.0,마포구,8.0
마포구청(6),6호선,2021042707,44.7,330.0,마포구,8.0
망원(6),6호선,2021042707,24.9,330.0,마포구,8.0
상수(6),6호선,2021042707,31.3,330.0,마포구,8.0
월드컵경기장(6),6호선,2021042707,28.8,330.0,마포구,8.0
합정(6),6호선,2021042707,16.3,330.0,마포구,8.0
신촌(2),2호선,2021042708,27.9,524.0,마포구,9.0
아현(2),2호선,2021042708,60.5,524.0,마포구,9.0
이대(2),2호선,2021042708,60.5,524.0,마포구,9.0
합정(2),2호선,2021042708,7.8,524.0,마포구,9.0
공덕(5),5호선,2021042708,16.3,438.0,마포구,9.0
마포(5),5호선,2021042708,32.9,438.0,마포구,9.0
애오개(5),5호선,2021042708,32.7,438.0,마포구,9.0
공덕(6),6호선,2021042708,17.8,330.0,마포구,9.0
광흥창(6),6호선,2021042708,22.1,330.0,마포구,9.0
대흥(6),6호선,2021042708,16.6,330.0,마포구,9.0
마포구청(6),6호선,2021042708,56.0,330.0,마포구,9.0
망원(6),6호선,2021042708,20.7,330.0,마포구,9.0
상수(6),6호선,2021042708,27.7,330.0,마포구,9.0
월드컵경기장(6),6호선,2021042708,26.1,330.0,마포구,9.0
합정(6),6호선,2021042708,20.3,330.0,마포구,9.0
신촌(2),2호선,2021042709,22.3,524.0,마포구,10.0
아현(2),2호선,2021042709,61.8,524.0,마포구,10.0
이대(2),2호선,2021042709,67.9,524.0,마포구,10.0
합정(2),2호선,2021042709,49.8,524.0,마포구,10.0
공덕(5),5호선,2021042709,24.6,438.0,마포구,10.0
마포(5),5호선,2021042709,38.0,438.0,마포구,10.0
애오개(5),5호선,2021042709,35.1,438.0,마포구,10.0
공덕(6),6호선,2021042709,34.8,330.0,마포구,10.0
광흥창(6),6호선,2021042709,24.2,330.0,마포구,10.0
대흥(6),6호선,2021042709,21.4,330.0,마포구,10.0
마포구청(6),6호선,2021042709,48.2,330.0,마포구,10.0
망원(6),6호선,2021042709,45.9,330.0,마포구,10.0
상수(6),6호선,2021042709,29.8,330.0,마포구,10.0
월드컵경기장(6),6호선,2021042709,32.3,330.0,마포구,10.0
합정(6),6호선,2021042709,22.8,330.0,마포구,10.0
신촌(2),2호선,2021042710,23.4,524.0,마포구,8.0
아현(2),2호선,2021042710,51.6,524.0,마포구,8.0
이대(2),2호선,2021042710,56.9,524.0,마포구,8.0
합정(2),2호선,2021042710,45.4,524.0,마포구,8.0
공덕(5),5호선,2021042710,16.1,438.0,마포구,8.0
마포(5),5호선,2021042710,33.2,438.0,마포구,8.0
애오개(5),5호선,2021042710,31.1,438.0,마포구,8.0
공덕(6),6호선,2021042710,39.1,330.0,마포구,8.0
광흥창(6),6호선,2021042710,25.2,330.0,마포구,8.0
대흥(6),6호선,2021042710,25.0,330.0,마포구,8.0
마포구청(6),6호선,2021042710,36.8,330.0,마포구,8.0
망원(6),6호선,2021042710,47.1,330.0,마포구,8.0
상수(6),6호선,2021042710,19.0,330.0,마포구,8.0
월드컵경기장(6),6호선,2021042710,19.7,330.0,마포구,8.0
합정(6),6호선,2021042710,19.0,330.0,마포구,8.0
신촌(2),2호선,2021042711,21.4,524.0,마포구,9.0
아현(2),2호선,2021042711,42.7,524.0,마포구,9.0
이대(2),2호선,2021042711,49.0,524.0,마포구,9.0
합정(2),2호선,2021042711,25.7,524.0,마포구,9.0
공덕(5),5호선,2021042711,17.7,438.0,마포구,9.0
마포(5),5호선,2021042711,41.0,438.0,마포구,9.0
애오개(5),5호선,2021042711,36.3,438.0,마포구,9.0
공덕(6),6호선,2021042711,28.7,330.0,마포구,9.0
광흥창(6),6호선,2021042711,35.1,330.0,마포구,9.0
대흥(6),6호선,2021042711,32.2,330.0,마포구,9.0
마포구청(6),6호선,2021042711,43.0,330.0,마포구,9.0
망원(6),6호선,2021042711,48.1,330.0,마포구,9.0
상수(6),6호선,2021042711,30.5,330.0,마포구,9.0
월드컵경기장(6),6호선,2021042711,16.8,330.0,마포구,9.0
합정(6),6호선,2021042711,16.3,330.0,마포구,9.0
신촌(2),2호선,2021042712,19.1,524.0,마포구,10.0
아현(2),2호선,2021042712,37.4,524.0,마포구,10.0
이대(2),2호선,2021042712,41.4,524.0,마포구,10.0
합정(2),2호선,2021042712,25.3,524.0,마포구,10.0
공덕(5),5호선,2021042712,20.2,438.0,마포구,10.0
마포(5),5호선,2021042712,34.2,438.0,마포구,10.0
애오개(5),5호선,2021042712,38.4,438.0,마포구,10.0
공덕(6),6호선,2021042712,40.3,330.0,마포구,10.0
광흥창(6),6호선,2021042712,45.4,330.0,마포구,10.0
대흥(6),6호선,2021042712,43.3,330.0,마포구,10.0
마포구청(6),6호선,2021042712,44.1,330.0,마포구,10.0
망원(6),6호선,2021042712,54.3,330.0,마포구,10.0
상수(6),6호선,2021042712,33.0,330.0,마포구,10.0
월드컵경기장(6),6호선,2021042712,26.4,330.0,마포구,10.0
합정(6),6호선,2021042712,25.8,330.0,마포구,10.0
신촌(2),2호선,2021042713,20.4,524.0,마포구,15.0
아현(2),2호선,2021042713,37.2,524.0,마포구,15.0
이대(2),2호선,2021042713,45.2,524.0,마포구,15.0
합정(2),2호선,2021042713,29.7,524.0,마포구,15.0
공덕(5),5호선,2021042713,21.5,438.0,마포구,15.0
마포(5),5호선,2021042713,40.1,438.0,마포구,15.0
애오개(5),5호선,2021042713,42.9,438.0,마포구,15.0
공덕(6),6호선,2021042713,35.1,330.0,마포구,15.0
광흥창(6),6호선,2021042713,36.3,330.0,마포구,15.0
대흥(6),6호선,2021042713,33.8,330.0,마포구,15.0
마포구청(6),6호선,2021042713,41.0,330.0,마포구,15.0
망원(6),6호선,2021042713,41.7,330.0,마포구,15.0
상수(6),6호선,2021042713,33.7,330.0,마포구,15.0
월드컵경기장(6),6호선,2021042713,26.2,330.0,마포구,15.0
합정(6),6호선,2021042713,32.8,330.0,마포구,15.0
신촌(2),2호선,2021042714,25.5,524.0,마포구,17.0
아현(2),2호선,2021042714,47.0,524.0,마포구,17.0
이대(2),2호선,2021042714,48.7,524.0,마포구,17.0
합정(2),2호선,2021042714,37.0,524.0,마포구,17.0
공덕(5),5호선,2021042714,26.1,438.0,마포구,17.0
마포(5),5호선,2021042714,38.5,438.0,마포구,17.0
애오개(5),5호선,2021042714,51.2,438.0,마포구,17.0
공덕(6),6호선,2021042714,37.5,330.0,마포구,17.0
광흥창(6),6호선,2021042714,54.4,330.0,마포구,17.0
대흥(6),6호선,2021042714,43.6,330.0,마포구,17.0
마포구청(6),6호선,2021042714,69.4,330.0,마포구,17.0
망원(6),6호선,2021042714,42.5,330.0,마포구,17.0
상수(6),6호선,2021042714,40.9,330.0,마포구,17.0
월드컵경기장(6),6호선,2021042714,32.9,330.0,마포구,17.0
합정(6),6호선,2021042714,53.8,330.0,마포구,17.0
신촌(2),2호선,2021042715,24.9,524.0,마포구,21.0
아현(2),2호선,2021042715,43.6,524.0,마포구,21.0
이대(2),2호선,2021042715,48.9,524.0,마포구,21.0
합정(2),2호선,2021042715,36.4,524.0,마포구,21.0
공덕(5),5호선,2021042715,23.6,438.0,마포구,21.0
마포(5),5호선,2021042715,39.5,438.0,마포구,21.0
애오개(5),5호선,2021042715,53.8,438.0,마포구,21.0
공덕(6),6호선,2021042715,40.2,330.0,마포구,21.0
광흥창(6),6호선,2021042715,38.6,330.0,마포구,21.0
대흥(6),6호선,2021042715,29.3,330.0,마포구,21.0
마포구청(6),6호선,2021042715,46.0,330.0,마포구,21.0
망원(6),6호선,2021042715,51.1,330.0,마포구,21.0
상수(6),6호선,2021042715,39.7,330.0,마포구,21.0
월드컵경기장(6),6호선,2021042715,29.3,330.0,마포구,21.0
합정(6),6호선,2021042715,60.7,330.0,마포구,21.0
신촌(2),2호선,2021042716,29.8,524.0,마포구,19.0
아현(2),2호선,2021042716,50.7,524.0,마포구,19.0
이대(2),2호선,2021042716,49.5,524.0,마포구,19.0
합정(2),2호선,2021042716,26.3,524.0,마포구,19.0
공덕(5),5호선,2021042716,31.5,438.0,마포구,19.0
마포(5),5호선,2021042716,46.7,438.0,마포구,19.0
애오개(5),5호선,2021042716,55.6,438.0,마포구,19.0
공덕(6),6호선,2021042716,53.8,330.0,마포구,19.0
광흥창(6),6호선,2021042716,45.3,330.0,마포구,19.0
대흥(6),6호선,2021042716,36.1,330.0,마포구,19.0
마포구청(6),6호선,2021042716,46.8,330.0,마포구,19.0
망원(6),6호선,2021042716,67.3,330.0,마포구,19.0
상수(6),6호선,2021042716,37.8,330.0,마포구,19.0
월드컵경기장(6),6호선,2021042716,32.0,330.0,마포구,19.0
합정(6),6호선,2021042716,51.0,330.0,마포구,19.0
신촌(2),2호선,2021042717,23.8,524.0,마포구,15.0
아현(2),2호선,2021042717,49.9,524.0,마포구,15.0
이대(2),2호선,2021042717,48.5,524.0,마포구,15.0
합정(2),2호선,2021042717,33.0,524.0,마포구,15.0
공덕(5),5호선,2021042717,26.6,438.0,마포구,15.0
마포(5),5호선,2021042717,43.8,438.0,마포구,15.0
애오개(5),5호선,2021042717,48.8,438.0,마포구,15.0
공덕(6),6호선,2021042717,38.5,330.0,마포구,15.0
광흥창(6),6호선,2021042717,43.3,330.0,마포구,15.0
대흥(6),6호선,2021042717,35.8,330.0,마포구,15.0
마포구청(6),6호선,2021042717,43.4,330.0,마포구,15.0
망원(6),6호선,2021042717,59.7,330.0,마포구,15.0
상수(6),6호선,2021042717,31.4,330.0,마포구,15.0
월드컵경기장(6),6호선,2021042717,32.9,330.0,마포구,15.0
합정(6),6호선,2021042717,42.4,330.0,마포구,15.0
신촌(2),2호선,2021042718,26.4,524.0,마포구,10.0
아현(2),2호선,2021042718,47.8,524.0,마포구,10.0
이대(2),2호선,2021042718,51.7,524.0,마포구,10.0
합정(2),2호선,2021042718,42.5,524.0,마포구,10.0
공덕(5),5호선,2021042718,22.3,438.0,마포구,10.0
마포(5),5호선,2021042718,38.2,438.0,마포구,10.0
애오개(5),5호선,2021042718,37.8,438.0,마포구,10.0
공덕(6),6호선,2021042718,32.2,330.0,마포구,10.0
광흥창(6),6호선,2021042718,33.3,330.0,마포구,10.0
대흥(6),6호선,2021042718,27.5,330.0,마포구,10.0
마포구청(6),6호선,2021042718,54.6,330.0,마포구,10.0
망원(6),6호선,2021042718,41.0,330.0,마포구,10.0
상수(6),6호선,2021042718,18.6,330.0,마포구,10.0
월드컵경기장(6),6호선,2021042718,25.6,330.0,마포구,10.0
합정(6),6호선,2021042718,27.5,330.0,마포구,10.0
신촌(2),2호선,2021042719,26.4,524.0,마포구,11.0
아현(2),2호선,2021042719,52.6,524.0,마포구,11.0
이대(2),2호선,2021042719,50.6,524.0,마포구,11.0
합정(2),2호선,2021042719,48.4,524.0,마포구,11.0
공덕(5),5호선,2021042719,21.3,438.0,마포구,11.0
마포(5),5호선,2021042719,35.3,438.0,마포구,11.0
애오개(5),5호선,2021042719,40.3,438.0,마포구,11.0
공덕(6),6호선,2021042719,26.1,330.0,마포구,11.0
광흥창(6),6호선,2021042719,23.7,330.0,마포구,11.0
대흥(6),6호선,2021042719,21.3,330.0,마포구,11.0
마포구청(6),6호선,2021042719,36.8,330.0,마포구,11.0
망원(6),6호선,2021042719,32.2,330.0,마포구,11.0
상수(6),6호선,2021042719,23.3,330.0,마포구,11.0
월드컵경기장(6),6호선,2021042719,24.8,330.0,마포구,11.0
합정(6),6호선,2021042719,21.4,330.0,마포구,11.0
신촌(2),2호선,2021042720,25.6,524.0,마포구,8.0
아현(2),2호선,2021042720,54.4,524.0,마포구,8.0
이대(2),2호선,2021042720,58.0,524.0,마포구,8.0
합정(2),2호선,2021042720,37.2,524.0,마포구,8.0
공덕(5),5호선,2021042720,16.6,438.0,마포구,8.0
마포(5),5호선,2021042720,30.2,438.0,마포구,8.0
애오개(5),5호선,2021042720,40.2,438.0,마포구,8.0
공덕(6),6호선,2021042720,25.8,330.0,마포구,8.0
광흥창(6),6호선,2021042720,20.4,330.0,마포구,8.0
대흥(6),6호선,2021042720,14.5,330.0,마포구,8.0
마포구청(6),6호선,2021042720,31.1,330.0,마포구,8.0
망원(6),6호선,2021042720,37.0,330.0,마포구,8.0
상수(6),6호선,2021042720,23.3,330.0,마포구,8.0
월드컵경기장(6),6호선,2021042720,19.2,330.0,마포구,8.0
합정(6),6호선,2021042720,16.8,330.0,마포구,8.0
신촌(2),2호선,2021042721,24.4,524.0,마포구,9.0
아현(2),2호선,2021042721,37.6,524.0,마포구,9.0
이대(2),2호선,2021042721,49.7,524.0,마포구,9.0
합정(2),2호선,2021042721,23.7,524.0,마포구,9.0
공덕(5),5호선,2021042721,15.8,438.0,마포구,9.0
마포(5),5호선,2021042721,32.0,438.0,마포구,9.0
애오개(5),5호선,2021042721,41.7,438.0,마포구,9.0
공덕(6),6호선,2021042721,28.6,330.0,마포구,9.0
광흥창(6),6호선,2021042721,41.7,330.0,마포구,9.0
대흥(6),6호선,2021042721,30.5,330.0,마포구,9.0
마포구청(6),6호선,2021042721,72.9,330.0,마포구,9.0
망원(6),6호선,2021042721,56.0,330.0,마포구,9.0
상수(6),6호선,2021042721,39.2,330.0,마포구,9.0
월드컵경기장(6),6호선,2021042721,24.5,330.0,마포구,9.0
합정(6),6호선,2021042721,19.3,330.0,마포구,9.0
신촌(2),2호선,2021042722,16.6,524.0,마포구,9.0
아현(2),2호선,2021042722,28.1,524.0,마포구,9.0
이대(2),2호선,2021042722,35.1,524.0,마포구,9.0
합정(2),2호선,2021042722,24.5,524.0,마포구,9.0
공덕(5),5호선,2021042722,16.3,438.0,마포구,9.0
마포(5),5호선,2021042722,34.7,438.0,마포구,9.0
애오개(5),5호선,2021042722,39.8,438.0,마포구,9.0
공덕(6),6호선,2021042722,30.3,330.0,마포구,9.0
광흥창(6),6호선,2021042722,37.8,330.0,마포구,9.0
대흥(6),6호선,2021042722,30.8,330.0,마포구,9.0
마포구청(6),6호선,2021042722,54.9,330.0,마포구,9.0
망원(6),6호선,2021042722,46.2,330.0,마포구,9.0
상수(6),6호선,2021042722,23.3,330.0,마포구,9.0
